id,title,authors,venue,year
55158,solving implication problems m database apphcations,"xh sun , n kamel , l ni",proceedings of the acm sigmod international conference on,
55173,distributed deviation detection in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d","acm sigmod record ,",2003.0
55176,your mediators need data conversion !,"sccdj simgon , k smaga",,
55183,dynamic itemset counting and implication rules for market basket data '' . int . conf,"s brin , r motwani , j ullman , s tsur","management of data ,",
55188,enterprise knowledge management,eol daniel,"ieee computer ,",
55190,constrained optimalities in query personalization,"g koutrika , y ioannidis","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
55207,transformation of structured documents with the use of grammar,"e kuikka , m penttonen",,
55216,a product specification database for visual prototyping,"k sumiya , k yasutake , h tanaka , n sanada","proceedings of the international conference on very large & hellip ; ,",1995.0
55217,parallel natural language processing,g adriaens,,
55233,qualitative representation of change,"k hornsby , mj egenhofer","lecture notes in computer science ,",1997.0
55244,mariposa : a wide-area distributed database system . volume 5,"m stonebraker , pm aoki , w litwin , a pfeer , a sah ,",,1996.0
55249,an introduction to the unified data language udl,cj date,"proceedings 6th international conference on vldb ( montreal ,",
55253,"atomicity versus anonymity : distributed transactions for electronic commerce , invited talks",jd tygar,"proceedings of the 24th annual international conference on & hellip ; ,",
55260,orthogonally persistent object systems,"m atkinson , r morrison","the vldb journal the international journal on very large & hellip ; ,",1995.0
55264,mining association rules between sets ofitems in large databases,"r agrawal , t imielinski , a swami","conference on management of data . washington ,",
55268,bess : storage support for interactive visualization systems - group of 4 & raquo ;,"a biliris , ta funkhouser , wo ` connell , e panagos","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
55269,"a distributed scientific data archive using the web , xml and sql/med","mpjlw alistair , ndda nicole",,
55270,compile-time transformations and optimizations of parallel divide-and-conquer algorithms,b carpentieri,"acm sigplan notices ,",1991.0
55283,incremental file reorganization,e omiecinski,"proc . 11 ~ h int &#39; l conf . on vldb , stockholm , aug ,",
55296,efficient evaluation of parameterized pattern queries,"c du mouza , p rigaux , m scholl","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
55301,the galaxy distributed operating system,"pk sinha , m maekawa , k shimizu , x jia , h ashihara ,",,
55313,commercial use of database technology,h schoening,"vldb ,",2003.0
55320,materialized views and data warehouses,n roussopoulos,"sigmod record ,",1998.0
55337,"an open storage systemfor abstract objects . inh . v. jagadish andi . s. mumick , editors","s blott , l relly , hj schek",proc . of the 1996 acm sigmod international conference on,
55342,a system for keyword-based searching in databases,nl sarda,,
55351,accessing relational databases from the world wide web,"t nguyen , v srinivasan","sigmod conference ,",1996.0
55358,experiences with a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu","proceedings of the acm sigmod conference on management of & hellip ; ,",
55360,subsky : efficient computation of skylines in subspaces,"y tao , x xiao , j pei",,
55363,composing mappings among data sources,"j madhavan , ay halevy","vldb ,",2003.0
55371,temporal aggregation in active database rules,", c zaniolo",,
55382,oracle data warehousing,"bo ` neil , k hardy , m townsend , m whitmer , j dakin ,",,1997.0
55395,evaluating functional joins along nested reference sets in object-relational and object-oriented,"r braumandl , j claussen , a kemper","vldb ,",1998.0
55398,cache investment : integrating query optimization and distributed data placement,"d kossmann , mj franklin , g drasch","acm transactions on database systems ,",2000.0
55400,modeling and analysis of task migration in shared-memory multiprocessor computer systems,"rd nelson , ms squillante","proceedings of the 4th international workshop on modeling , & hellip ; ,",1996.0
55402,overview of the stanford real-time information processor ( strip ),"b adelberg , b kao , h garcia-molina","sigmod record ,",1996.0
55410,process synchronization in database systems,g schlageter,"acm transactions on database systems ,",1978.0
55421,a database striptease or how to manage your personal databases,"ml kersten , g weikum , mj franklin , da keim , ap","proceedings of the international conference on very large & hellip ; ,",2003.0
55424,outlier detection for high dimensional data,"cc aggarwal , ps yu",,
55447,"lifestreams : a storage model for personal data , acm sigmod bulletin","e freeman , d gelernter",,1996.0
55458,"data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization","t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
55464,on the computation of multidimensional aggregates,"sa bit971 , r agrawal , p deshpande , a gupta , j",proc .,
55465,stholes : a workload aware multidimensional histogram,"n bruno , l gravano , s chaudhuri","proceedings of the acm sigmod conference ,",
55473,semantic complexity of classes of relational queries,s roy,proc .,
55477,"updating knowledge bases while maintaining their consistency . report de recerca , universitat","e teniente , a olive","report lsi-94-25-r . barcelona , spain .",
55478,"the model , language , and implementation of an object-oriented multimedia knowledge base management","mm makinouchi , y izumida , m aoshima , y yamane","acm transactions on database systems ,",1993.0
55481,a probabilistic relational model and algebra,"d debabrata , s sumit",acm transactions on database,
55490,improving performance through object fusion,"s chen , n hardavellas",,
55492,the active database management system manifesto : a rulebase of adbms features,"kr dittrich , s gatziu , a geppert","rules in database systems ,",1995.0
55496,on extending the functions of a relationl database system,"r hasiiin , r lorie","sigmod international conference on management of data , acm , & hellip ; ,",
55500,computer technology and the database user,tc chen,"vldb surveys ,",
55515,peer-serv : a framework of web services in peer-to-peer environment,"q wang , y yuan , j zhou , a zhou",,
55539,visual web information extraction with lixto,"g gottlob , r baumgartner , s flesca","proc . vldb ,",
55543,aformalism for extended transaction models,pkck ramamritam,"proc . of 17th vldb conference ,",
55545,algorithms for mining distance-based outliers in large database,"k edwin , r ng","new york : in proc . of the vldb conference ,",
55553,david dewitt speaks out,"s be proud , hsfis very , p spent","sigmod record ,",2002.0
55562,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim","the vldb journal the international journal on very large & hellip ; ,",2001.0
55574,w. huang . minimal probing : supportingexpensive predicates for top-k queries,k changands,"proceedings of acm sigmod ,",
55579,ode as an active database : constraints and triggers,"nh gehani , hv jagadish","vldb ,",1991.0
55580,on using prolog to implement object-oriented databases,"nw paton , s leishman , sm embury , pmd gray","information and software technology ,",1993.0
55586,xml schema,"ce campbell , j melton","acm sigmod record ,",2003.0
55595,infomaster-an information integration tool,"om duschka , mr genesereth",,
55598,xsb as an efficient deductive database system,"k sagonas , t swift , ds warren","acm sigmod symposium on management of data ,",
55610,composite object support in an object-oriented database system,"w kim871 kim , j banejee , h chou , j garza , d woelk","proc . acm , oopsla , october ,",
55613,broadcast disks : data management for asymmetric communications environment . acm sigmod int,"s acharya , r alonso , mj franklin , s zdonik","conference on management of data ( sigmod 95 ) , san jose , ca ,",
55615,a language for manipulating arrays,"ap marathe , k salem","proceedings of the international conference on very large & hellip ; ,",1997.0
55639,query evaluation and optimization in deductive and object-oriented spatial databases,"w lu , j han","information and software technology ,",1995.0
