move,generation,type,power,pp,accuracy,priority,target,damage_class,effect,effect_chance,contest_type,contest_effect,super_contest_effect,flavor_text,name
m_f16b5355,1.0,id-1,15.0,20.0,85.0,0.0,10,2,30,,1.0,10.0,7.0,The target is jabbed repeatedly with a horn or beaktwo to five times in a row.,Fury Attack
m_e09a7a45,1.0,id-1,,5.0,30.0,0.0,10,2,39,,1.0,14.0,9.0,The user stabs the target with a horn that rotateslike a drill. The target faints instantly if thisattack hits.,Horn Drill
m_a8c09667,1.0,id-1,40.0,35.0,100.0,0.0,10,2,1,,5.0,1.0,5.0,A physical attack in which the user charges andslams into the target with its whole body.,Tackle
m_56fe061a,1.0,id-10,90.0,15.0,100.0,0.0,10,3,5,10.0,2.0,1.0,17.0,The target is scorched with an intense blast of fire.This may also leave the target with a burn.,Flamethrower
m_051deb46,7.0,id-2,,1.0,,0.0,10,2,1,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",All-Out Pummeling
m_bf54f6eb,5.0,id-2,85.0,10.0,100.0,0.0,10,3,283,,,,,The user cuts with its long horn. The odd powercontained in the horn does physical damage tothe target.,Secret Sword
m_871eb744,1.0,id-6,75.0,10.0,90.0,0.0,11,2,32,30.0,5.0,5.0,5.0,Large boulders are hurled at opposing Pokémon toinflict damage. This may also make the opposingPokémon flinch.,Rock Slide
m_da81784f,1.0,id-1,,30.0,100.0,0.0,11,1,20,,3.0,28.0,19.0,The user wags its tail cutely making opposingPokémon less wary and lowering their Defense stats.,Tail Whip
m_6b8eba71,5.0,id-16,40.0,15.0,90.0,0.0,10,2,45,,,,,The user attacks its target by hitting it with brutalstrikes. The target is hit twice in a row.,Dual Chop
m_ea44a696,2.0,id-3,100.0,5.0,95.0,0.0,10,3,44,,1.0,2.0,22.0,A vortex of air is shot at the target to inflict damage.Critical hits land more easily.,Aeroblast
m_c7f13a13,7.0,id-14,200.0,1.0,,0.0,10,3,416,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Light That Burns the Sky
m_74a9c328,3.0,id-11,60.0,20.0,,0.0,10,3,77,20.0,2.0,21.0,17.0,The user attacks the target with a pulsing blast ofwater. This may also confuse the target.,Water Pulse
m_d0e14285,,id-11,60.0,20.0,100.0,0.0,10,3,77,20.0,2.0,21.0,17.0,The user attacks the target with a pulsing blast ofwater. This may also confuse the target.,Water Pulse
m_5e694721,7.0,id-10,150.0,5.0,100.0,-3.0,11,3,408,,,,,The user sets a shell trap. If the user is hit by aphysical move the trap will explode and inflictdamage on opposing Pokémon.,Shell Trap
m_8e785f69,7.0,id-14,100.0,5.0,100.0,0.0,10,3,1,,,,,The user attacks a target with a pillar of light. Thismove inflicts Attack or Sp. Atk damage—whicheverstat is higher for the user.,Photon Geyser
m_10b9e97d,1.0,id-1,80.0,15.0,90.0,0.0,10,2,32,10.0,1.0,4.0,18.0,The user bites hard on the target with its sharpfront fangs. This may also make the target flinch.,Hyper Fang
m_6bd654e6,1.0,id-1,80.0,15.0,90.0,0.0,10,2,32,10.0,1.0,4.0,18.0,The user bites hard on the target with its sharpfront fangs. This may also make the target flinch.,Hyper Fang
m_7e6cf63a,3.0,id-9,,15.0,,0.0,7,1,285,,,,,The user sheds part of its body to make itself lighterand sharply raise its Speed stat.,Autotomize
m_925910e1,5.0,id-9,,15.0,,,7,1,285,,,,,The user sheds part of its body to make itself lighterand sharply raise its Speed stat.,Autotomize
m_b457e59a,1.0,id-1,,15.0,,0.0,7,1,17,,1.0,16.0,1.0,By moving rapidly the user makes illusory copies ofitself to raise its evasiveness.,Double Team
m_63d57a5f,7.0,id-8,90.0,10.0,100.0,,10,2,410,,,,,The user hides in the targets shadow stealsthe targets stat boosts and then attacks.,Spectral Thief
m_0eb6d262,7.0,id-8,90.0,10.0,100.0,0.0,10,2,410,,,,,The user hides in the targets shadow stealsthe targets stat boosts and then attacks.,Spectral Thief
m_b5637ebe,1.0,id-15,,5.0,70.0,0.0,11,3,261,10.0,2.0,1.0,17.0,A howling blizzard is summoned to strike opposingPokémon. This may also leave the opposingPokémon frozen.,Blizzard
m_e7c362b6,2.0,id-5,,10.0,100.0,0.0,10,3,74,100.0,3.0,10.0,5.0,The user hurls mud in the targets face to inflictdamage and lower its accuracy.,Mud-Slap
m_4b366630,2.0,id-5,20.0,10.0,,0.0,10,3,74,100.0,3.0,10.0,5.0,The user hurls mud in the targets face to inflictdamage and lower its accuracy.,Mud-Slap
m_8fdb53a6,4.0,id-12,120.0,15.0,100.0,0.0,10,2,199,,5.0,,18.0,The user slams its rugged body into the target toattack. This also damages the user quite a lot.,Wood Hammer
m_48d54602,4.0,id-11,,,,0.0,7,1,252,,2.0,,8.0,The user envelops itself in a veil made of water.It regains some HP every turn.,Aqua Ring
m_06e61c5f,4.0,id-8,60.0,5.0,,0.0,10,3,141,10.0,4.0,,11.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Ominous Wind
m_3d26006b,4.0,id-12,120.0,15.0,100.0,0.0,10,2,199,,5.0,,18.0,The user slams its rugged body into the target toattack. This also damages the user quite a lot.,Wood Hammer
m_180fff2c,7.0,id-12,125.0,10.0,100.0,0.0,10,2,152,,,,,In this two-turn attack the user gathers light and fills ablade with the lights energy attacking the target on thenext turn.,Solar Blade
m_1cd1c4eb,8.0,id-4,10.0,10.0,,0.0,2,2,1,,,,,This is a Poison-type attack Dynamax Pokémon use.This raises ally Pokémon’s Sp. Atk stats.,Max Ooze
m_8fbb1a0b,1.0,id-1,,20.0,,0.0,7,1,317,,2.0,32.0,11.0,The users body grows all at once raising theAttack and Sp. Atk stats.,Growth
m_664a4a97,3.0,id-10,95.0,10.0,90.0,0.0,11,3,5,10.0,2.0,1.0,17.0,The user attacks by exhaling hot breath on opposingPokémon. This may also leave those Pokémon witha burn.,Heat Wave
m_ea0efb0c,3.0,id-10,95.0,10.0,90.0,0.0,11,3,5,10.0,2.0,1.0,17.0,The user attacks by exhaling hot breath on opposingPokémon. This may also leave those Pokémon witha burn.,Heat Wave
m_47d46115,3.0,id-3,,15.0,100.0,0.0,10,1,59,,2.0,28.0,19.0,The user covers the targets body with a mass ofdown that harshly lowers its Attack stat.,Feather Dance
m_8f9beedb,1.0,id-1,,20.0,,0.0,7,1,317,,2.0,32.0,11.0,The users body grows all at once raising theAttack and Sp. Atk stats.,Growth
m_85300566,7.0,id-9,60.0,5.0,100.0,0.0,10,2,45,30.0,,,,The user rotates centering the hex nut in its chestand then strikes with its arms twice in a row. This mayalso make the target flinch.,Double Iron Bash
m_f67cbf73,8.0,id-6,,15.0,100.0,0.0,10,1,426,100.0,,,,"The user pours sticky tar over the target, lowering thetarget’s Speed stat. The target becomes weaker toFire-type moves.",Tar Shot
m_0f1861de,8.0,id-11,25.0,5.0,100.0,0.0,10,2,1,,,,,"The user, having mastered the Water style, strikes thetarget with a flowing motion three times in a row. Thisattack always results in a critical hit.",Surging Strikes
m_801ae489,7.0,id-8,200.0,1.0,,0.0,10,3,411,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Menacing Moonraze Maelstrom
m_1659b9f8,1.0,id-1,,40.0,100.0,,11,1,19,,3.0,28.0,19.0,The user growls in an endearing way makingopposing Pokémon less wary. This lowers theirAttack stats.,Growl
m_19f5f6ac,6.0,id-5,,10.0,,0.0,14,1,340,100.0,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Rototiller
m_35449e3f,7.0,id-13,80.0,10.0,100.0,2.0,10,2,1,100.0,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Zippy Zap
m_04cc76b9,7.0,id-8,80.0,,100.0,0.0,10,2,385,,,,,The user attacks while simultaneously stitching thetargets shadow to the ground to prevent the targetfrom escaping.,Spirit Shackle
m_a70850ed,7.0,id-14,,10.0,,0.0,10,1,399,,,,,The user exchanges Speed stats with the target.,Speed Swap
m_153a41fb,3.0,id-1,,40.0,,0.0,13,1,11,,1.0,32.0,11.0,The user howls loudly to raise the spirit of itself andallies. This raises their Attack stats.,Howl
m_a62965c0,7.0,id-18,,1.0,,0.0,10,3,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Twinkle Tackle
m_b61c70c2,7.0,id-18,,1.0,,0.0,10,3,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Twinkle Tackle
m_cabf4dd4,5.0,id-14,60.0,25.0,100.0,0.0,10,2,32,30.0,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Heart Stamp
m_859a26c6,5.0,id-14,60.0,25.0,100.0,,10,2,32,30.0,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Heart Stamp
m_d2b9d032,7.0,id-1,,30.0,,0.0,7,1,391,,,,,The user concentrates intensely. The attack on thenext turn always results in a critical hit.,Laser Focus
m_3f11b68a,3.0,id-14,140.0,5.0,90.0,0.0,10,3,205,100.0,4.0,3.0,22.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Psycho Boost
m_5ad2bfcf,1.0,id-7,,40.0,95.0,0.0,11,1,61,,4.0,9.0,19.0,Opposing Pokémon are bound with silk blown fromthe users mouth that harshly lowers the Speed stat.,String Shot
m_bcae46ae,5.0,id-3,110.0,10.0,70.0,0.0,10,3,334,30.0,,,,The user attacks by wrapping its opponent in afierce wind that flies up into the sky. This may alsoconfuse the target.,Hurricane
m_5a202e58,3.0,id-1,,40.0,,0.0,13,1,11,,1.0,32.0,11.0,The user howls loudly to raise the spirit of itself andallies. This raises their Attack stats.,Howl
m_d3f4a2cc,1.0,id-1,80.0,10.0,100.0,0.0,11,3,40,,1.0,2.0,6.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Razor Wind
m_2e13999a,5.0,id-1,75.0,10.0,100.0,0.0,11,3,330,10.0,,,,The user sings an ancient song and attacks byappealing to the hearts of the listening opposingPokémon. This may also induce sleep.,Relic Song
m_afe42be8,5.0,id-1,120.0,5.0,100.0,0.0,10,3,269,,,,,The user fires a beam of light at its target. Themove’s type changes depending on the Drive theuser holds.,Techno Blast
m_e454667e,5.0,id-10,100.0,5.0,100.0,0.0,9,3,5,30.0,,,,The user torches everything around it in an infernoof scarlet flames. This may also leave those it hitswith a burn.,Searing Shot
m_59125c51,5.0,id-9,50.0,15.0,85.0,0.0,10,2,45,,,,,The user attacks by throwing steel gears at itstarget twice.,Gear Grind
m_8e06e3e3,4.0,id-14,80.0,15.0,90.0,0.0,10,2,32,20.0,2.0,,18.0,The user focuses its willpower to its head andattacks the target. This may also make thetarget flinch.,Zen Headbutt
m_c41933fc,4.0,id-9,65.0,10.0,85.0,0.0,10,3,74,30.0,3.0,,17.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Mirror Shot
m_45b5de5c,5.0,id-1,25.0,10.0,85.0,0.0,10,2,30,,,,,The user attacks by striking the target with its hardtail. It hits the target two to five times in a row.,Tail Slap
m_18a3a59b,5.0,id-14,100.0,10.0,100.0,0.0,10,3,283,,,,,The user materializes an odd psychic wave to attackthe target. This attack does physical damage.,Psystrike
m_1b0931a0,4.0,id-10,65.0,15.0,95.0,0.0,10,2,274,10.0,2.0,,5.0,The user bites with flame-cloaked fangs. This mayalso make the target flinch or leave it with a burn.,Fire Fang
m_dd5c23e3,4.0,id-8,40.0,30.0,100.0,1.0,10,2,104,,4.0,,1.0,The user extends its shadow and attacks the targetfrom behind. This move always goes first.,Shadow Sneak
m_63074821,4.0,id-5,65.0,10.0,85.0,0.0,10,3,74,30.0,4.0,,18.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Mud Bomb
m_3ea832fd,4.0,id-14,70.0,20.0,100.0,0.0,10,2,44,,1.0,,17.0,The user tears at the target with blades formed bypsychic power. Critical hits land more easily.,Psycho Cut
m_ed1b8914,4.0,id-15,40.0,30.0,100.0,1.0,10,2,104,,2.0,,1.0,The user flash-freezes chunks of ice and hurls themat the target. This move always goes first.,Ice Shard
m_31f48176,4.0,id-8,70.0,15.0,100.0,0.0,10,2,44,,3.0,,17.0,The user slashes with a sharp claw made fromshadows. Critical hits land more easily.,Shadow Claw
m_d25b95e5,4.0,id-13,65.0,15.0,95.0,0.0,10,2,276,10.0,4.0,,5.0,The user bites with electrified fangs. This may alsomake the target flinch or leave it with paralysis.,Thunder Fang
m_33a27727,4.0,id-15,65.0,15.0,95.0,0.0,10,2,275,10.0,1.0,,5.0,The user bites with cold-infused fangs. This mayalso make the target flinch or leave it frozen.,Ice Fang
m_11564d32,6.0,id-13,65.0,,100.0,0.0,9,3,346,,,,,The user attacks everything around it. The users HPis restored by half the damage taken by those hit.,Parabolic Charge
m_430b044b,4.0,id-7,60.0,20.0,,0.0,10,2,225,,5.0,,12.0,The user bites the target. If the target is holding aBerry the user eats it and gains its effect.,Bug Bite
m_280bf34c,1.0,id-7,80.0,10.0,100.0,,10,2,4,,4.0,9.0,20.0,The user drains the targets blood. The users HP isrestored by half the damage taken by the target.,Leech Life
m_5d4163b3,3.0,id-10002,,,90.0,0.0,6,1,50,,,,,,Shadow Panic
m_63231b87,3.0,id-10002,,,,0.0,12,1,10005,,,,,,Shadow Shed
m_2080159e,3.0,id-10002,,,,0.0,6,1,107,,,,,,Shadow Hold
m_22c90c43,3.0,id-10002,,,100.0,0.0,6,1,10004,,,,,,Shadow Mist
m_59672c2b,3.0,id-10002,,,100.0,0.0,6,1,60,,,,,,Shadow Down
m_89253ee1,3.0,id-10002,,,100.0,0.0,12,3,10003,,,,,,Shadow Half
m_43b83fe0,3.0,id-10002,95.0,,100.0,0.0,6,3,1,,,,,,Shadow Storm
m_1d81f08a,3.0,id-3,85.0,5.0,85.0,0.0,10,2,264,30.0,3.0,15.0,6.0,"The user bounces up high, then drops on the targeton the second turn. This may also leave the targetwith paralysis.",Bounce
m_592ee793,1.0,id-1,200.0,5.0,100.0,0.0,9,2,8,,2.0,7.0,9.0,The user attacks everything around it by causing anexplosion. The user faints upon using this move.,Self-Destruct
m_a52ce8d4,5.0,id-1,,,,0.0,7,1,328,,,,,The user is roused and its Attack and Sp. Atkstats increase.,Work Up
m_9a314631,3.0,id-1,40.0,10.0,100.0,3.0,10,2,159,100.0,3.0,23.0,17.0,This attack hits first and makes the target flinch.It only works the first turn each time the userenters battle.,Fake Out
m_ab961bd2,3.0,id-10002,,,,0.0,12,1,10006,,,,,,Shadow Sky
m_b7ec158a,8.0,id-5,70.0,10.0,100.0,0.0,10,3,1,30.0,,,,The user throws scorching sand at the target to attack.This may also leave the target with a burn.,Scorching Sands
m_f40e4ea3,1.0,id-8,,30.0,100.0,0.0,10,2,7,30.0,5.0,4.0,16.0,The target is licked with a long tongue causingdamage. This may also leave the targetwith paralysis.,Lick
m_4e0b5653,1.0,id-8,30.0,30.0,100.0,0.0,10,2,7,30.0,5.0,4.0,16.0,The target is licked with a long tongue causingdamage. This may also leave the targetwith paralysis.,Lick
m_4913d1ed,6.0,id-7,,20.0,,0.0,6,1,341,,,,,The user weaves a sticky net around the opposingteam which lowers their Speed stats upon switchinginto battle.,Sticky Web
m_ad7f967b,1.0,id-1,,30.0,,0.0,11,1,20,,3.0,28.0,19.0,The user wags its tail cutely making opposingPokémon less wary and lowering their Defense stats.,Tail Whip
m_f172d8cf,1.0,id-4,,35.0,75.0,,10,1,67,,4.0,33.0,19.0,The user scatters a cloud of poisonous dust thatpoisons the target.,Poison Powder
m_bb7f4958,1.0,id-4,,,75.0,0.0,10,1,67,,4.0,33.0,19.0,The user scatters a cloud of poisonous dust thatpoisons the target.,Poison Powder
m_51bbe3eb,4.0,id-1,,,,0.0,7,1,243,,1.0,,12.0,The user mimics the move used immediately beforeit. The move fails if no other move has beenused yet.,Copycat
m_edd06c42,4.0,id-7,90.0,10.0,,0.0,10,3,73,10.0,3.0,,4.0,The user generates a damaging sound wave byvibration. This may also lower the targetsSp. Def stat.,Bug Buzz
m_3fd4b2be,1.0,id-6,75.0,10.0,,0.0,11,2,32,30.0,5.0,5.0,5.0,Large boulders are hurled at opposing Pokémon toinflict damage. This may also make the opposingPokémon flinch.,Rock Slide
m_f30fe624,7.0,id-12,70.0,15.0,100.0,0.0,10,2,396,100.0,,,,The user lands an intense kick of tropical origins onthe target. This also lowers the target’s Attack stat.,Trop Kick
m_4c10b3f5,7.0,id-14,,15.0,,0.0,10,1,403,,,,,The user instructs the target to use the target’s lastmove again.,Instruct
m_37c4c15f,7.0,id-13,100.0,15.0,100.0,0.0,10,2,1,,,,,The user attacks with electrically charged fists.This move changes Normal-type moves toElectric-type moves.,Plasma Fists
m_7b2e2d12,7.0,id-10,150.0,5.0,100.0,0.0,9,3,420,,,,,The user attacks everything around it by causing itsown head to explode. This also damages the user.,Mind Blown
m_e3541b27,7.0,id-6,190.0,1.0,,0.0,10,2,418,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Splintered Stormshards
m_1df3ef2a,7.0,id-18,190.0,1.0,,0.0,10,2,417,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Let’s Snuggle Forever
m_7d80157f,7.0,id-8,200.0,1.0,,0.0,10,3,411,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Menacing Moonraze Maelstrom
m_9834eb0c,7.0,id-9,200.0,1.0,,0.0,10,2,411,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Searing Sunraze Smash
m_06be7fca,7.0,id-10,80.0,15.0,100.0,0.0,10,2,397,100.0,,,,The user strikes the target with a burning lash. Thisalso lowers the target’s Defense stat.,Fire Lash
m_bbaca866,7.0,id-17,20.0,10.0,100.0,0.0,10,2,306,,,,,"The user boasts its strength and attacks the target.The more the user’s stats are raised, the greater themove’s power.",Power Trip
m_0667d5e1,7.0,id-10,130.0,5.0,100.0,0.0,10,3,398,,,,,"To inflict massive damage, the user burns itself out.After using this move, the user will no longer beFire type.",Burn Up
m_392aa60a,3.0,id-11,,15.0,,0.0,12,1,211,,3.0,1.0,13.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Water Sport
m_a260f16c,7.0,id-9,70.0,10.0,,0.0,10,2,18,,,,,The user stabs the target with a sharp horn. Thisattack never misses.,Smart Strike
m_65bf0d14,7.0,id-4,,20.0,,0.0,10,1,400,,,,,"The user heals the target’s status condition. If themove succeeds, it also restores the user’s own HP.",Purify
m_bc2e71f5,7.0,id-1,90.0,15.0,100.0,0.0,10,3,401,,,,,The user attacks the target by dancing very hard.The user’s type determines the type of this move.,Revelation Dance
m_42d7d619,7.0,id-16,100.0,10.0,100.0,0.0,11,3,402,,,,,"If the Pokémon the user has inflicted damage onhave already used their moves, this move eliminatesthe effect of the target’s Ability.",Core Enforcer
