id,title,venue,year
2400,"secure bufering in firm real-time database systems b george , j haritsa vldb j.",,2000.0
2401,"the lham log-structured history data access method p muth , p o'neil , a pick , g weikum 2000",vldb j.,
2402,"quantifiable data mining using ratio rules f korn , a labrinidis , y kotidis , c faloutsos",vldb j.,2000.0
2403,"wavecluster : a wavelet based clustering approach for spatial data in very large databases g sheikholeslami , s chatterjee , a zhang 2000",vldb j.,
2404,clustering categorical data : an approach based on dynamical systems,vldb j.,2000.0
2405,distance-based outliers : algorithms and applications vldb j.,,2000.0
2406,"effective timestamping in databases k torp , c jensen , r snodgrass vldb j. 2000",,
2407,foreword by the vldb '98 pc chairmen : best papers of vldb '98 2000,,
2408,seeking the truth about ad hoc join costs,vldb j.,1997.0
2409,"synchronization and recovery in a client-server storage system e panagos , a biliris vldb j. 1997",,
2410,the impact of technology on commercial transaction processing e cobb vldb j. 1997,,
2411,"concurrency and recovery for index trees d lomet , b salzberg vldb j.",,1997.0
2412,heuristic and randomized optimization for the join ordering problem 1997,vldb j.,
2413,"using extended feature objects for partial similarity retrieval s berchtold , d keim , h kriegel vldb j.",,1997.0
2414,"a configrable type hierarchy index for oodb t mќck , m polaschek 1997",vldb j.,
2415,structured document storage and refined declarative and navigational access mechanisms in hyperstorm vldb j.,,1997.0
2416,"analysis of locking behavior in three real database systems v singhal , a smith",vldb j.,1997.0
2417,dictionary-based order-preserving string compression g antoshenkov vldb j. 1997,,
2418,parametric query optimization vldb j. 1997,,
2419,"on applying hash filters to improving the execution of multi-join queries m chen , h hsiao , p yu",vldb j.,1997.0
2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,
2421,graphical interaction with heterogeneous databases vldb j.,,1997.0
2422,a database model for object dynamics vldb j.,,1997.0
2423,"erratum : a database model for object dynamics m papazoglou , b krфmer vldb j.",,1997.0
2424,"a logical view of structured files s abiteboul , s cluet , t milo vldb j. 1998",,
2425,"fast image retrieval using color-spatial information b ooi , k tan , t chua , w hsu vldb j. 1998",,
2426,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies s chakrabarti , b dom , r agrawal , p raghavan",vldb j.,1998.0
2427,integrating reliable memory in databases 1998,vldb j.,
2428,garbage collection in object-oriented databases using transactional cyclic reference counting vldb j. 1998,,
2429,"integrated document caching and prefetching in storage hierarchies based on markov-chain predictions a kraiss , g weikum",vldb j.,1998.0
2430,integrating symbolic images into a multimedia database system using classification and abstraction approaches,vldb j.,1998.0
2431,enhanced abstract data types in object-relational databases,vldb j.,1998.0
2432,"exact : an extensible approach to active object-oriented databases o dэaz , a jaime",vldb j.,1997.0
2433,"query processing over object views of relational data g fahl , t risch 1997",vldb j.,
2434,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations j han vldb j.",,1998.0
2435,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance vldb j. 1998,,
2436,"a flexible and recoverable client/server database event notification system e hanson , i chen , r dastur , k engel , v ramaswamy , w tan , c xu",vldb j.,1998.0
2437,"data partitioning and load balancing in parallel disk systems p scheuermann , g weikum , p zabback",vldb j.,1998.0
2438,"maintenance of implication integrity constraints under updates to constraints n ishakbeyoglu , z жzsoyoglu vldb j.",,1998.0
2439,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues 1998",vldb j.,
2440,"data page layouts for relational databases on deep memory hierarchies a ailamaki , d dewitt , m hill 2002",vldb j.,
2441,database indexing for large dna and protein sequence collections,vldb j.,2002.0
2442,"views in a large-scale xml repository v aguilera , s cluet , t milo , p veltri , d vodislav vldb j. 2002",,
2443,editorial 2002,,
2444,a template model for multidimensional inter-transactional association rules,vldb j.,2002.0
2445,efficient similarity search for market basket data vldb j.,,2002.0
2446,"speeding up construction of pmr quadtree-based spatial indexes g hjaltason , h samet vldb j.",,2002.0
2447,"spatial indexing of high-dimensional data based on relative approximation y sakurai , m yoshikawa , s uemura , h kojima 2002",vldb j.,
2448,"an authorization system for digital libraries e ferrari , n adam , v atluri , e bertino , u capuozzo 2002",vldb j.,
2449,efficient retrieval of similar shapes vldb j.,,2002.0
2450,searching in metric spaces by spatial approximation vldb j.,,2002.0
2451,indexing of now-relative spatio-bitemporal data,vldb j.,2002.0
2452,"query processing techniques for arrays a marathe , k salem vldb j. 2002",,
2453,locating and accessing data repositories with websemantics 2002,vldb j.,
2454,"global transaction support for workflow management systems : from formal specification to practical implementation p grefen , j vonk , p apers vldb j. 2001",,
2455,answering queries using views : a survey a halevy 2001,vldb j.,
2456,psoup : a system for streaming queries over streaming data vldb j.,,2003.0
2457,"watermarking relational data : framework , algorithms and analysis r agrawal , p haas , j kiernan vldb j.",,2003.0
2458,"complex relationships and knowledge discovery support in the infoquilt system a sheth , s thacker , s patel",vldb j.,2003.0
2459,"a bayesian decision model for cost optimal record matching v verykios , g moustakides , m elfeky vldb j. 2003",,
2460,business-to-business interactions : issues and enabling technologies 2003,vldb j.,
2461,new partnership with acm and update on the journal m жzsu vldb j. 2003,,
2462,lineage tracing for general data warehouse transformations,vldb j.,2003.0
2463,efficient schemes for managing multiversionxml documents 2002,vldb j.,
2464,"efficient filtering of xml documents with xpath expressions c chan , p felber , m garofalakis , r rastogi",vldb j.,2002.0
2465,"an xml query engine for network-bound data z ives , a halevy , d weld vldb j.",,2002.0
2466,guest editorial,,2002.0
2467,"timber : a native xml database h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu",vldb j.,2002.0
2468,anatomy of a native xml base management system vldb j.,,2002.0
2469,tree pattern query minimization 2002,vldb j.,
2470,energy-performance trade-offs for spatial access methods on memory-resident data vldb j. 2002,,
2471,"a formal perspective on the view selection problem r chirkova , a halevy , d suciu vldb j.",,2002.0
2472,a graph-theoretic model for optimizing queries involving methods,vldb j.,2001.0
2473,"combining multi-visual features for efficient indexing in a large image database a ngu , q sheng , d huynh , r lei",vldb j.,2001.0
2474,"xml-enabled workflow management for e-services across heterogeneous platforms g shegalov , m gillmann , g weikum",vldb j.,2001.0
2475,"objectglobe : ubiquitous query processing on the internet r braumandl , m keidl , a kemper , d kossmann , a kreutz , s seltzsam , k stocker vldb j.",,2001.0
2476,"context-based prefetch - an optimization for implementing objects on relations p bernstein , s pal , d shutt",vldb j.,2000.0
2477,"indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches c wang , x wang vldb j. 2001",,
2478,"supporting efficient multimedia database exploration w li , k candan , k hirata , y hara vldb j.",,2001.0
2479,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences c combi , g pozzi 2001",vldb j.,
2480,optimizing database architecture for the new bottleneck : memory access vldb j. 2000,,
2481,"one-dimensional and multi-dimensional substring selectivity estimation h jagadish , o kapitskaia , r ng , d srivastava",vldb j.,2000.0
